TRIALNO,Tunis,Belgrade,Tripoli,Benghazi,Ankara,Izmir,Athens,Thessaloniki,Istanbul,Van,Damascus,Baghdad,Vienna,Budapest,Tehran,Lampedusa,Malta,Skopje,Zahedan,Lesbos,Chios,Frankfurt,Hamburg,Munich,Zagreb,Pozzallo,Rome,Milan,Graz,Samos,Quetta,Herat,Calabria,Cagliari,Paris,Gaziantep,Gevgelija,Roszke,Mersin,Lyon,Gjirokastra,Patras,Igoumenitsa,Brindisi,Bari,Ancona,Alexandria,Crete,Amman,Podgorica,Copenhagen,Stockholm,Bucharest,Sofia,London,Brussels,Luxembourg,
16142,13,329,61,68,702,6,150,0,485,464,569,180,347,323,284,0,42,0,61,6,0,318,0,48,17,105,131,271,17,0,61,223,91,13,437,604,0,266,412,228,85,126,39,76,75,102,372,491,498,46,0,0,57,451,5,0,325,
16181,14,220,64,62,620,14,183,0,330,455,605,168,257,250,287,0,48,0,66,20,0,208,0,30,0,110,161,309,0,0,66,221,126,14,427,511,0,183,385,261,48,157,38,102,102,126,389,549,553,10,0,0,67,275,11,0,206,
16132,19,300,67,62,626,0,147,0,349,474,640,179,328,270,295,0,50,0,66,0,0,262,0,12,40,112,190,413,40,0,66,229,85,19,461,471,0,232,325,311,40,128,10,75,75,136,457,524,656,40,0,0,38,373,3,0,267,
16201,16,272,62,63,623,8,119,0,408,468,628,179,276,273,289,0,45,0,64,19,0,252,0,28,19,108,142,245,11,0,64,225,90,16,351,528,0,228,427,214,49,104,22,51,51,80,376,473,554,27,0,0,45,361,0,0,217,
16172,13,281,62,62,599,2,110,0,364,445,530,151,314,308,294,0,53,0,70,2,0,303,0,0,0,115,132,255,0,0,70,224,61,13,459,475,0,225,321,230,71,82,33,75,75,100,407,468,496,21,0,0,83,337,6,0,284,
16191,16,287,61,63,614,0,118,0,334,441,546,154,257,257,287,0,50,0,63,21,0,190,0,17,13,111,141,304,0,0,63,224,84,16,429,548,0,218,396,264,40,91,20,80,80,110,409,538,508,20,0,0,39,340,8,0,228,
1722,13,141,64,62,448,5,149,0,175,294,689,153,175,147,292,0,55,0,71,20,0,157,0,32,12,117,235,496,12,0,71,221,203,13,457,384,0,113,235,400,27,157,15,85,85,173,622,673,717,12,0,0,34,169,26,0,173,
1752,17,200,65,72,496,8,115,0,204,320,744,162,217,210,293,0,38,0,67,16,0,93,0,16,20,110,222,417,9,0,67,226,149,17,443,437,0,174,269,383,29,102,9,70,70,70,529,612,691,20,0,0,36,194,25,0,107,
1732,16,279,63,65,448,0,187,0,270,310,853,176,304,223,291,0,42,0,68,9,0,169,0,34,63,107,230,517,54,0,68,223,172,16,427,337,0,181,199,408,102,132,63,86,86,147,610,618,864,63,0,0,42,326,7,0,166,
1741,12,167,64,65,449,0,211,0,159,325,715,164,141,141,288,0,46,0,66,14,0,116,0,9,15,111,223,479,15,0,66,222,178,12,467,402,0,115,278,412,27,193,21,91,91,135,583,665,728,15,0,0,26,185,13,0,153,
16121,18,320,63,61,662,8,168,0,399,476,616,188,341,337,288,0,51,0,64,13,0,393,0,68,9,112,143,295,9,0,64,224,67,18,493,482,0,284,315,235,55,123,37,71,71,125,402,492,572,18,0,0,53,371,8,0,368,
1742,12,213,65,61,434,7,220,0,233,322,752,177,240,211,294,0,55,0,69,22,0,138,0,21,17,107,226,574,17,0,69,225,181,12,486,331,0,155,226,474,44,186,27,114,114,183,563,617,724,17,0,0,56,235,21,0,144,
